"Product ID","Product Name","Line Item Quantity","Product SKU","Product Categories"
7919,"จ๊อปูแม่วรรณา ปูจัมโบ้ 2 เส้น (250 กรัม)",5,RF0800,อาหารพร้อมทาน
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",30,RF1200,อาหารแห้ง
8265,"ขนมบ้าบิ่น นันทวรรณ (240 กรัม)",5,DTF0700,ขนม
6864,"พริกขี้หนูสวน (100 กรัม)",13,VB0311,ผัก
6956,"พริกลาว (100 กรัม)",5,VB1341,ผัก
7794,"เลือดไก่ (350 กรัม)",7,IF0580,วัตถุดิบ
8053,"CP เลือดหมูก้อน (400 กรัม)",7,IF0540,วัตถุดิบ
6923,"ตะไคร้ (100 กรัม)",30,VB0971,ผัก
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
6965,"ใบกะเพราแดง (100 กรัม)",20,VB1451,ผัก
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก
8484,"ข้าวเหนียวสามหน้า (280 กรัม)",5,DTF1450,ขนม
8534,"ไข่ปลาสลิด (500กรัม)",5,IF0240,วัตถุดิบ
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม
8555,"เป็ดพะโล้ เยาวราช จี่เซงเฮง ทั้งตัว (1000 กรัม)",2,RF1390,อาหารพร้อมทาน
8558,"เป็ดพะโล้ เยาวราช จี่เซงเฮง ครึ่งตัว (500 กรัม)",2,RF1400,อาหารพร้อมทาน
6873,"ข่า (100 กรัม)",10,VB0401,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",15,VB0411,ผัก
6903,"ใบยอ (100 กรัม)",5,VB0731,ผัก
6951,"ชะพลู (100 กรัม)",5,VB1281,ผัก
6953,"มะกอกลาว (100 กรัม)",5,VB1301,ผัก
6838,"คื่นช่าย (100 กรัม)",5,VB0021,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
7576,"ทุเรียนกล่อง (เดี่ยว) (500 กรัม)",12,FT0015,ผลไม้
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
6766,"เงาะ (1000 กรัม)",10,FT0140,ผลไม้
6771,"มังคุด (1000 กรัม)",5,FT0060,ผลไม้
6767,"ลองกอง (1000 กรัม)",5,FT0075,ผลไม้
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
7002,"กระชายหัว (200 กรัม)",15,VB0382,ผัก
6888,"ถั่วพู (100 กรัม)",10,VB0551,ผัก
6982,"ถั่วฝักยาว (200 กรัม)",10,VB0162,ผัก
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",20,RF1200,อาหารแห้ง
8052,"กระเพาะปลาอุดร (110 กรัม)",20,RF1340,อาหารพร้อมทาน
8022,"เส้นบะหมี่ไข่ ตราไก่ (เส้นกลม) (500 กรัม)",6,IF0840,วัตถุดิบ
8294,"รสดี รสหมู/ไก่ ยกลัง ซอง 450 กรัม (1150 กรัม)",1,FIF0290,เครื่องปรุง
7910,"กุนเชียงเชือกแดง (450 กรัม)",10,IF0920,วัตถุดิบ
7794,"เลือดไก่ (350 กรัม)",10,IF0580,วัตถุดิบ
8053,"CP เลือดหมูก้อน (400 กรัม)",10,IF0540,วัตถุดิบ
8017,"ปลาดุกแดดเดียว ถุงเล็ก (500 กรัม)",10,IF0655,วัตถุดิบ
6923,"ตะไคร้ (100 กรัม)",30,VB0971,ผัก
6873,"ข่า (100 กรัม)",20,VB0401,ผัก
7002,"กระชายหัว (200 กรัม)",15,VB0382,ผัก
6901,"ใบมะกรูด (100 กรัม)",10,VB0711,ผัก
6862,"รากผักชี (100 กรัม)",10,VB0291,ผัก
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",15,FT0035,ผลไม้
7576,"ทุเรียนกล่อง (เดี่ยว) (500 กรัม)",3,FT0015,ผลไม้
6873,"ข่า (100 กรัม)",10,VB0401,ผัก
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6904,"ใบย่านาง (100 กรัม)",5,VB0741,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6950,"มะเขือเสวย (100 กรัม)",10,VB1271,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6937,"ผักหวานป่า (100 กรัม)",10,VB1131,ผัก
6903,"ใบยอ (100 กรัม)",10,VB0731,ผัก
6931,"ไส้ข่าอ่อน (100 กรัม)",10,VB1061,ผัก
6860,"เม็ดกระถิน (100 กรัม)",10,VB0271,ผัก
6894,"เห็ดกระด้าง (100 กรัม)",10,VB0621,ผัก
6948,"เห็ดขอนขาว (100 กรัม)",10,VB1251,ผัก
6955,"ดอกขจร/Cowslip creeper (100 กรัม)",10,VB1321,ผัก
6841,"ผักบุ้งจีน (100 กรัม)",10,VB0051,ผัก
6861,"ผักกระเฉด (100 กรัม)",10,VB0281,ผัก
6942,"ฝักกระถินอ่อน (100 กรัม)",10,VB1191,ผัก
6927,"ผักบุ้งนา (100 กรัม)",10,VB1021,ผัก
8423,"ดอกสะเดาแช่แข็ง (300g)",7,VB1463,ผัก
8549,"หมึกไข่แดดเดียว (300 กรัม)",5,IF0010,วัตถุดิบ
8558,"เป็ดพะโล้ เยาวราช จี่เซงเฮง ครึ่งตัว (500 กรัม)",5,RF1400,อาหารพร้อมทาน
8274,"ปังทุเรียน (450 กรัม)",5,DTF1430,ขนม
7511,"ลิ้นฟ้า (1000 กรัม)",2,VB1240,ผัก
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม
8002,"ข้าวหลามมะพร้าวอ่อน (250 กรัม)",27,DTF0780,ขนม
7687,"ปัง 85 (350 กรัม)",21,DTF0800,ขนม
7940,"ขนมเปี๊ยะใหญ่ ซอย8 (800 กรัม)",5,DTF0940,ขนม
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม
8265,"ขนมบ้าบิ่น นันทวรรณ (240 กรัม)",5,DTF0700,ขนม
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
8514,"มะม่วงเบา (1000 กรัม)",2,FT0160,ผลไม้
6871,"กระชายหัว (100 กรัม)",10,VB0381,ผัก
6873,"ข่า (100 กรัม)",10,VB0401,ผัก
6839,"คะน้าต้น (100 กรัม)",10,VB0031,ผัก
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6923,"ตะไคร้ (100 กรัม)",10,VB0971,ผัก
6888,"ถั่วพู (100 กรัม)",10,VB0551,ผัก
6861,"ผักกระเฉด (100 กรัม)",10,VB0281,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",10,VB0351,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",5,VB0052,ผัก
6996,"ผักบุ้งไทย (200 กรัม)",5,VB0322,ผัก
6864,"พริกขี้หนูสวน (100 กรัม)",10,VB0311,ผัก
6855,"พริกจินดาแดง (100 กรัม)",10,VB0211,ผัก
6930,"มะระขี้นก (100 กรัม)",10,VB1051,ผัก
6984,"มะระจีน (200 กรัม)",5,VB0182,ผัก
7408,"มะละกอดิบ (1000 กรัม)",5,VB0190,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6983,"มะเขือเปราะ (200 กรัม)",5,VB0172,ผัก
7520,"หน่อไม้ไผ่ตง (1000 กรัม)",2,VB1330,ผัก
7053,"หน่อไม้ไผ่รวก (200 กรัม)",5,VB0902,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
7794,"เลือดไก่ (350 กรัม)",5,IF0580,วัตถุดิบ
8117,"แหนมตุ้มจิ๋ว กม.26 (60 กรัม)",12,EF0400,อิสาน
8502,"ปูนาดอง (500 กรัม)",5,IF1490,อาหารพร้อมทาน
8549,"หมึกไข่แดดเดียว (300 กรัม)",5,IF0010,วัตถุดิบ
7503,"หัวปลี (1000 กรัม)",1,VB1160,ผัก
